GrLivArea,BedroomAbvGr,FullBath,HalfBath,OverallQual,OverallCond,YearBuilt,YearRemodAdd,LotArea,GarageArea,nbhd_high,nbhd_mid,SalePrice
2364,2,2,1,9,5,2009,2010,12919,820,1,0,611657
1236,3,1,0,5,7,1961,1994,6993,288,0,0,135000
858,2,1,0,4,6,1971,1971,7340,684,0,0,110000
1306,2,1,0,5,7,1957,2000,8712,756,0,0,153000
1509,3,2,1,7,5,2003,2003,7875,393,0,1,180000
1670,3,2,0,7,5,2006,2006,14859,690,0,1,240000
902,3,1,0,5,6,1967,1967,6173,288,0,0,125500
1063,3,1,0,5,5,1954,1954,9920,280,0,0,128000
1636,3,2,0,8,5,2006,2006,13501,865,0,1,255000
2057,3,1,1,7,7,1936,1987,11500,180,0,1,250000
902,2,1,0,5,5,1983,1983,8885,484,0,1,131000
1484,3,2,1,6,5,2005,2005,12589,390,0,1,174000
2274,5,2,0,5,5,1960,1960,11600,480,0,0,154300
1268,3,1,1,5,7,1977,1989,9286,252,0,1,143500
1015,3,1,0,5,7,1925,1950,6120,450,0,0,88000
2002,4,2,0,5,6,1949,1950,6270,871,0,1,145000
1224,2,2,1,6,5,2009,2009,3000,528,0,1,173733
1092,3,1,1,4,5,1970,1970,2001,286,0,0,75000
480,1,0,0,2,3,1949,1950,9000,308,0,0,35311
1229,3,1,0,4,6,1956,1956,17140,284,0,0,135000
2127,4,2,1,7,5,1991,1991,13125,833,0,1,238000
1414,3,1,0,6,8,1958,2002,11029,601,0,0,176500
1721,3,2,1,6,5,1994,1994,8462,471,0,1,201000
2200,4,2,2,5,7,1900,2003,8777,0,0,0,145900
1316,3,2,0,6,5,2005,2006,10237,397,0,1,169990
1617,2,2,0,6,5,1993,1994,8012,533,0,1,193000
1686,3,2,0,6,6,1980,1980,10240,612,0,1,207500
1126,3,2,0,5,6,1977,1977,15611,540,0,1,175000
2374,4,2,1,8,5,2003,2004,11999,656,1,0,285000
1978,4,2,1,7,5,1968,1968,9900,486,0,1,176000
1788,3,2,0,8,5,2001,2001,11838,522,0,1,236500
2236,4,2,1,7,5,1997,1997,13006,642,0,1,222000
1466,3,2,0,8,5,2007,2007,8925,610,1,0,201000
925,2,1,0,5,6,1965,1965,9100,429,0,0,117500
1905,3,2,0,9,5,2006,2006,11670,788,0,1,320000
1500,3,2,0,7,5,2004,2004,8487,570,0,1,190000
2069,4,2,0,7,7,1960,2007,27650,505,0,0,242000
747,1,1,0,4,5,1926,1953,5825,528,0,0,79900
1200,2,2,0,7,5,2003,2003,10083,555,0,1,184900
1971,3,2,1,7,5,2005,2005,9675,689,0,1,253000
1962,3,2,1,7,5,2006,2006,8760,868,0,1,239799
2403,4,2,0,7,7,1940,1950,24090,349,0,1,244400
1728,4,2,0,6,5,1976,1976,12640,574,0,1,150900
2060,3,2,1,7,5,1999,1999,8755,390,0,1,214000
1440,4,2,0,4,3,1977,1977,7711,0,0,0,150000
1632,4,2,0,5,4,1967,1967,25000,576,0,1,143000
1344,3,1,0,6,6,1958,1958,14375,525,1,0,137500
1869,2,1,0,5,6,1890,1996,8820,456,0,0,124900
1144,3,1,0,5,6,1959,1959,8163,796,0,0,143000
1629,3,2,0,8,5,2002,2003,14536,808,1,0,270000
1776,3,2,1,7,5,2002,2002,14006,474,0,1,192500
1381,3,1,1,6,7,1972,2006,9360,676,0,1,197500
864,3,1,0,5,8,1950,2002,7200,720,0,0,129000
965,3,1,0,5,5,1965,1965,7800,300,0,1,119900
768,2,1,0,5,8,1972,2003,7200,396,0,1,133900
1968,4,2,1,5,4,1969,1969,11075,530,0,1,172000
980,4,2,0,6,5,1975,1975,9400,0,0,0,127500
1958,4,2,0,6,6,1946,1950,7136,492,0,1,145000
1229,2,1,1,6,6,1980,1980,1300,462,0,0,124000
1057,3,1,0,5,5,1962,1962,7420,576,0,0,132000
1337,3,2,0,7,5,2003,2003,8450,531,0,1,185000
1416,3,2,1,7,5,1999,1999,2572,484,0,1,155000
858,2,1,0,5,7,1958,2008,7207,0,0,0,116500
2872,4,2,1,6,7,1977,1995,12227,619,0,1,272000
1548,3,2,1,6,6,1976,1976,2308,440,0,0,155000
1800,2,2,0,9,5,2007,2007,11923,702,0,1,239000
1894,4,2,1,7,5,2002,2003,11316,510,1,0,214900
1484,3,2,1,6,5,2005,2007,10237,393,0,1,178900
1308,2,1,1,5,7,1940,1950,9600,256,0,1,160000
1098,3,1,0,5,7,1955,1955,7390,260,0,0,135000
968,2,1,0,3,6,1910,1950,5925,0,0,0,37900
1095,2,1,0,6,5,1958,1958,10382,264,0,0,140000
1192,4,1,1,4,4,1949,1950,10800,0,0,0,135000
1626,2,2,0,7,5,2003,2004,2268,474,1,0,173000
918,2,2,0,6,5,1979,1979,7892,264,0,1,99500
1428,3,2,0,7,5,2007,2008,11639,480,0,1,182000
2019,3,1,0,7,8,1910,1993,11414,532,0,0,167500
1382,3,2,1,7,5,2000,2000,2651,490,0,1,165000
869,2,1,0,4,7,1923,1958,5900,0,0,0,85500
1241,1,1,1,7,5,2006,2007,4274,569,0,1,199900
894,3,1,0,4,5,1954,1954,9450,400,0,0,110000
1121,3,1,0,5,6,1963,1963,8816,480,0,0,139000
999,3,1,0,7,9,1961,2007,12122,588,0,0,178400
2612,4,2,1,8,5,1998,1999,12203,676,1,0,336000
1266,2,2,0,7,5,2007,2007,3182,388,0,1,159895
2290,4,2,1,8,5,2002,2002,11250,779,0,1,255900
1734,4,2,0,5,5,1977,1977,10125,539,0,1,126000
1164,3,1,0,5,5,1950,1950,10880,240,0,0,125000
1635,2,1,0,6,8,1910,2003,5310,255,0,0,117000
1940,3,2,1,9,5,2009,2010,10159,606,1,0,395192
2030,4,2,1,6,6,1976,1976,12046,551,0,1,195000
1576,3,2,1,7,5,2006,2006,8125,614,0,1,197000
2392,3,2,1,8,5,1997,1998,9452,870,1,0,348000
1742,4,1,1,8,9,1882,1986,17671,424,0,0,168000
1851,3,2,1,6,8,1964,1993,9760,440,0,0,187000
1500,3,2,1,6,5,2005,2006,8846,564,0,1,173900
1718,3,2,0,10,5,2006,2007,12456,786,1,0,337500
1230,3,1,1,4,7,1946,1950,4712,305,0,0,121600
1050,3,1,0,5,6,1961,1961,10659,368,0,0,136500
1442,2,2,0,6,6,1970,1970,11717,615,0,1,185000
1077,3,1,0,3,4,1922,1950,9786,210,0,0,91000
1208,2,2,0,7,5,2006,2006,6762,632,0,1,206000
944,2,1,0,3,3,1952,1952,10206,528,0,0,82000
691,2,1,0,5,6,1920,1950,5400,216,0,0,86000
1574,3,2,0,8,5,2006,2006,11957,824,0,1,232000
1680,4,2,0,5,6,1976,1976,11500,528,0,1,136905
1504,1,2,0,7,5,2005,2006,3182,457,0,1,181000
985,3,2,0,5,8,1977,1977,8385,328,0,1,149900
1657,3,2,0,6,3,1970,1970,12155,484,0,0,163500
1092,3,1,1,4,4,1970,1970,2217,286,0,0,88000
1710,3,2,0,7,5,2004,2005,12118,550,0,1,240000
1522,4,2,0,5,5,1926,1950,6000,0,0,0,102000
1271,4,2,0,5,5,1948,1950,21286,312,0,0,135000
1664,4,2,0,5,5,1965,1965,9825,0,0,0,100000
1502,3,1,1,6,7,1923,1996,10592,180,0,1,165000
1022,2,1,0,5,4,1910,2006,7200,280,0,0,85000
1082,2,1,0,6,5,1948,1950,11664,240,0,0,119200
1665,3,2,1,8,6,2001,2001,8400,528,0,1,227000
1504,3,2,0,7,5,1996,1996,11883,478,0,1,203000
1360,1,1,0,8,5,1984,1984,5814,565,1,0,187500
1472,3,2,1,7,5,1991,1992,10784,402,0,1,160000
1506,2,2,0,7,5,2005,2005,3013,440,0,1,213490
1132,2,1,1,4,5,2005,2005,7024,451,0,0,176000
1220,2,2,0,7,5,2006,2006,7406,632,0,1,194000
1248,2,1,0,5,5,1930,1950,9439,160,0,0,87000
1504,2,2,0,7,5,2005,2006,3182,437,0,1,191000
2898,2,2,0,8,6,1976,1976,15498,665,1,0,287000
882,3,1,0,5,5,1972,1972,7700,461,0,1,112500
1264,3,1,0,5,5,1960,1960,9300,461,0,0,167500
1646,3,2,0,8,5,2007,2008,9520,800,1,0,293077
1376,3,1,0,5,5,1941,1950,9492,240,0,0,105000
1218,3,1,1,6,7,1972,1972,1680,264,0,0,118000
1928,5,2,0,5,8,1916,1995,7082,0,0,0,160000
3082,5,2,1,7,3,1920,1970,15863,672,0,0,197000
2520,5,2,1,8,7,1993,1993,14541,796,1,0,310000
1654,3,2,0,7,5,2002,2002,8125,900,0,1,230000
954,2,1,0,5,7,1938,1950,6305,240,0,1,119750
845,3,1,0,4,3,1957,1957,11500,290,0,0,84000
1620,2,2,0,9,5,2007,2008,12898,912,1,0,315500
2263,3,2,1,8,5,2001,2002,9240,905,0,1,287000
1344,3,1,1,4,6,1970,2008,1533,0,0,0,97000
630,1,1,0,4,4,1970,1970,1477,286,0,0,80000
1803,3,2,0,5,4,1957,2000,13125,484,0,0,155000
1632,4,1,1,6,8,1966,2000,9130,484,0,1,173000
1306,1,2,0,6,5,2005,2005,5381,624,1,0,196000
2329,4,2,1,7,5,1990,1990,11839,514,0,1,262280
2524,4,2,1,8,5,1981,1981,9600,542,0,1,278000
1733,4,2,0,3,5,1955,1955,13680,452,0,0,139600
2868,4,3,1,9,5,2005,2006,16056,716,1,0,556581
990,3,1,0,5,5,1994,1995,9245,672,0,1,145000
1771,3,1,0,5,4,1960,2006,21750,336,0,1,115000
930,2,1,0,4,7,1946,2006,11100,308,0,0,84900
1302,3,2,0,7,5,2007,2007,8993,436,0,1,176485
1316,3,2,0,7,5,2007,2007,11175,440,0,1,200141
1977,4,1,1,6,6,1964,1978,9500,540,0,0,165000
1526,4,1,0,5,6,1957,2002,8562,364,0,0,144500
1989,3,2,1,8,5,2002,2002,11367,586,0,1,255000
1523,3,2,0,6,5,1976,1976,11361,478,0,1,180000
1364,2,2,0,7,5,2005,2005,7052,484,1,0,185850
1850,3,2,1,7,6,1994,1994,29959,467,1,0,248000
2184,3,2,1,9,5,2008,2008,11308,836,1,0,335000
1991,3,1,1,6,7,1932,1950,11275,432,0,1,220000
1338,2,2,0,8,5,2001,2001,4920,582,1,0,213500
894,2,1,0,3,4,1935,1950,18000,1248,0,0,81000
2337,5,2,0,5,5,1900,1950,13600,560,0,0,90000
1103,2,1,0,6,6,1925,1980,6000,440,0,0,110500
1154,3,1,1,5,6,1966,1966,11000,480,0,0,154000
2260,3,2,1,7,5,1996,1997,14000,533,0,1,328000
1571,3,2,1,6,7,1993,1994,7837,380,0,1,178000
1611,4,1,1,6,6,1964,1964,9760,442,0,0,167900
2521,5,2,1,6,4,1973,1973,3964,576,0,0,151400
893,2,1,0,5,7,1949,2003,9600,576,0,0,135000
1048,3,1,0,5,5,1956,1956,10152,286,0,0,135000
1556,4,1,1,6,6,1968,1968,11700,441,0,1,154000
1456,4,1,0,5,3,1948,1950,7585,280,0,0,91500
1426,3,1,1,6,6,1977,1977,7950,440,0,0,159500
1240,2,2,0,7,5,2006,2006,8556,826,0,1,194000
1740,3,1,1,7,6,1940,1984,13125,240,0,1,219500
1466,3,2,0,5,8,1936,1989,10800,566,0,0,170000
1096,3,1,0,5,5,1969,1969,15870,299,0,0,138800
848,1,1,0,6,5,2004,2004,4435,420,0,1,155900
990,3,1,0,5,5,1994,1994,8775,299,0,1,126000
1258,3,2,0,6,7,1971,2004,11040,528,0,1,145000
1040,3,1,1,5,5,1963,1963,7500,308,0,0,133000
1459,3,2,0,7,5,2002,2002,8749,527,0,1,192000
1251,3,1,0,6,6,1964,1964,8800,461,0,0,160000
1498,3,2,1,6,5,1995,1996,13031,409,0,1,187500
996,2,1,0,6,6,1992,1992,9069,564,0,1,147000
1092,3,1,1,4,5,1973,1973,1974,286,0,0,83500
1953,3,2,1,8,5,2005,2006,10574,1043,0,1,252000
1709,3,2,0,7,5,2004,2004,2522,380,0,0,137500
1247,1,1,1,8,5,2005,2005,3316,550,0,1,197000
1040,2,2,0,3,4,1950,1950,8544,400,0,0,92900
1252,2,2,1,7,5,1999,2000,2160,462,0,1,160000
1694,4,2,0,6,5,1925,1950,8400,576,0,0,136500
1200,1,1,1,5,8,1965,1998,9230,884,0,0,146000
936,2,1,0,5,7,1956,2000,5868,308,0,0,129000
1314,3,2,0,6,5,2006,2006,9317,440,0,1,176432
1355,3,1,1,6,7,1914,2006,6882,0,0,0,127000
1088,2,1,1,8,5,1986,1986,3696,461,1,0,170000
1324,3,1,0,4,6,1936,1950,6000,240,0,0,128000
1601,3,2,0,7,5,1978,1978,11880,478,0,1,157000
438,1,1,0,2,5,1920,1950,8400,246,0,0,60000
950,3,1,0,5,5,1971,1971,9758,280,0,0,119500
1134,2,1,0,5,7,1960,2002,7000,254,0,0,135000
1194,3,1,0,6,6,1959,1959,8910,539,0,0,159500
1302,3,2,1,5,5,1970,1970,2016,440,0,0,106000
2622,3,2,1,8,5,1994,1995,12256,712,1,0,325000
1442,3,2,0,7,5,1990,1991,10357,719,0,1,179900
2021,3,2,1,7,5,2006,2006,23257,422,0,1,274725
1690,3,2,1,6,5,2000,2000,8063,463,0,1,181000
1836,3,2,0,8,5,2004,2005,11362,862,1,0,280000
1658,3,2,1,6,5,1995,1996,8000,431,0,1,188000
1964,4,2,1,7,6,1976,1976,10480,483,0,1,205000
816,2,1,0,5,7,1957,1957,7100,308,0,0,129900
1008,2,1,0,5,7,1953,2006,8923,240,0,0,134500
833,2,1,0,5,7,1954,2000,5400,326,0,0,117000
1734,3,2,0,8,5,2007,2007,12085,928,1,0,318000
1419,3,2,1,8,5,2002,2002,7750,527,0,1,184100
894,3,1,0,5,7,1967,2003,9764,450,0,0,130000
1601,3,1,0,5,6,1958,1987,13825,300,0,0,140000
1040,3,1,0,5,5,1959,1959,7560,286,0,0,133700
1012,2,1,0,6,5,1920,1950,8263,308,0,0,118400
1552,3,2,0,7,5,2005,2006,10084,782,0,1,212900
960,3,1,0,4,3,1956,1956,8926,288,0,0,112000
698,2,1,0,5,9,1947,2008,9405,0,0,0,118000
1482,3,2,1,7,5,1992,1992,9125,392,0,1,163900
1005,2,1,0,4,5,1955,1955,10434,672,0,0,115000
1555,2,2,0,7,5,2007,2007,3684,660,0,1,174000
1530,3,2,0,7,5,2004,2004,14572,630,0,1,259000
1959,4,2,1,7,5,2004,2005,11796,434,0,1,215000
936,2,1,0,5,5,1980,1980,7200,672,0,0,140000
1981,4,2,0,4,3,1928,1950,7804,576,0,0,135000
974,3,1,0,5,5,1991,1992,10712,0,0,1,93500
2210,5,2,0,6,4,1880,1950,9900,205,0,0,117500
2020,3,2,1,8,5,1995,1995,9828,466,0,1,239500
1600,3,2,1,6,5,1997,1997,8773,460,0,1,169000
986,2,1,0,6,5,1926,1950,6180,180,0,0,102000
1252,3,1,0,6,5,1950,1950,9600,288,0,0,119000
1020,2,1,0,5,8,1875,1996,6342,0,0,0,94000
1567,2,2,0,6,5,1977,1977,9819,714,0,1,196000
1167,3,1,0,5,5,1920,1950,8731,495,0,0,144000
952,2,1,0,5,7,1951,1951,7350,840,0,0,139000
1868,4,2,1,5,7,1976,1976,10304,484,0,1,197500
2828,4,3,0,8,5,2006,2007,9965,1052,0,1,424870
1006,3,1,0,5,3,1959,1959,9000,0,0,0,80000
924,2,1,0,4,4,1941,1950,12180,280,0,0,80000
1576,3,1,0,5,6,1928,1950,6240,225,0,0,149000
1298,3,2,0,6,5,1985,1985,11200,403,0,1,180000
1564,3,1,1,7,7,1941,1950,12000,234,0,1,174500
1111,2,1,0,7,7,1926,1950,5700,288,0,0,116900
1482,3,1,0,7,9,1920,1988,9000,324,0,0,143000
932,2,1,0,6,5,1950,1950,8280,306,0,0,124000
1466,3,1,1,5,4,1959,1959,17755,528,0,0,149900
1811,2,1,0,6,7,1956,2004,14115,470,0,1,230000
816,2,1,0,6,8,1930,2007,5890,432,0,0,120500
1820,4,1,2,7,6,1965,1988,13700,492,0,0,201800
1437,3,2,0,5,8,1976,2004,10768,528,1,0,218000
1265,3,2,0,5,8,1965,1999,9350,502,0,0,179900
1314,2,2,0,7,5,2007,2008,5001,626,1,0,230000
1580,3,2,0,8,5,2007,2008,11932,830,0,1,235128
1876,4,2,1,6,6,1974,1974,9120,540,0,1,185000
1456,3,2,1,6,5,1978,1978,2280,440,0,0,146000
1640,3,1,0,6,7,1954,2006,14778,924,0,1,224000
894,3,1,0,5,5,1968,1968,8724,450,0,0,129000
1258,0,0,2,4,4,1969,1969,12900,400,0,0,108959
1432,2,1,1,5,7,1978,1978,16157,588,1,0,194000
1502,3,2,0,7,5,2009,2009,9541,644,1,0,233170
1694,3,2,0,8,5,2008,2008,10475,776,0,1,245350
1671,3,2,1,6,5,2000,2000,10852,472,0,1,173000
2108,4,2,0,6,7,1935,1986,13728,540,0,0,235000
3627,4,3,1,10,5,1995,1996,35760,807,1,0,625000
1118,3,1,0,6,6,1977,1977,9880,358,0,1,171000
1261,3,1,0,6,6,1958,1958,9120,433,0,0,163000
1250,2,2,1,7,5,2006,2007,4017,625,0,1,171900
3086,3,3,0,5,6,1946,1994,18030,0,0,1,200500
2345,4,2,1,6,8,1932,1950,16560,360,0,1,239000
2872,4,2,1,8,5,1992,2000,10678,541,1,0,285000
923,3,1,0,5,5,1984,1985,6951,264,0,1,119500
1224,3,1,0,6,8,1926,2004,3950,210,0,0,115000
1343,3,1,1,5,6,1921,1950,7681,186,0,1,154900
1124,3,1,0,5,5,1954,1954,8335,0,0,0,93000
2514,4,2,1,7,5,1990,1991,11170,693,1,0,250000
1652,2,2,0,8,5,2008,2008,5587,482,0,1,392500
4476,4,3,1,10,5,1996,1996,15623,813,1,0,745000
1130,2,1,0,5,6,1920,1950,10800,720,0,0,120000
1572,3,1,1,5,4,1963,1963,35133,995,1,0,186700
1221,4,1,0,5,7,1924,1950,9738,392,0,0,104900
1699,3,2,0,3,5,1900,1970,10615,420,0,0,95000
1624,2,2,0,8,5,1994,1995,12461,757,1,0,262000
1660,3,2,1,7,5,2002,2002,8935,493,0,1,195000
1804,3,2,1,7,5,1999,1999,7500,442,0,1,189000
1622,3,1,0,4,4,1961,1975,32463,1356,0,1,168000
1441,2,2,1,8,5,1999,2000,2645,492,0,1,174000
1472,3,1,0,5,8,1925,1994,9600,250,0,0,125000
1224,2,2,0,6,5,1999,1999,4500,402,0,1,165000
1352,4,1,1,6,7,1969,1969,9364,299,0,0,158000
1456,3,2,1,6,5,2005,2005,8029,400,0,1,176000
1863,4,2,1,7,5,2006,2006,14054,660,0,1,219210
1690,3,1,0,7,6,1916,1950,8850,225,0,0,144000
1212,3,2,0,7,5,2001,2001,9100,573,0,1,178000
1382,3,1,1,4,5,1963,1979,11235,459,0,0,148000
864,3,1,0,4,5,1970,1970,9353,280,0,0,116050
1779,3,2,1,7,5,1998,1998,10400,546,0,1,197900
1348,3,1,0,5,8,1925,1997,6000,216,0,0,117000
1630,3,2,0,7,5,2000,2001,9750,451,0,1,213000
1074,3,1,1,5,6,1975,1975,10140,495,0,1,153500
2196,3,2,0,7,7,1990,1991,14684,701,0,1,271900
1056,2,1,0,4,4,1966,1966,8900,384,0,1,107000
1700,3,2,0,6,5,2003,2003,9135,544,0,1,200000
1283,3,1,0,5,7,1962,1980,7763,506,0,0,140000
1660,3,2,0,8,5,2006,2006,10182,500,0,1,290000
1845,3,2,1,6,5,1992,1992,11218,462,0,1,189000
1752,4,2,0,8,7,1988,2005,12134,492,0,1,164000
672,2,1,0,4,6,1941,1950,9340,234,0,0,113000
960,0,0,0,4,9,1965,2001,10246,364,0,0,145000
999,3,1,0,5,5,1962,1962,10205,300,0,0,134500
894,3,1,0,5,5,1966,1966,7094,384,0,0,125000
1902,4,2,0,6,5,1978,1978,8930,539,0,0,112000
1314,3,2,0,8,5,2009,2009,8640,552,0,1,229456
912,2,1,0,4,5,1947,1950,6240,0,0,0,80500
1218,3,1,1,6,5,1971,1971,1680,0,0,0,91500
912,2,1,0,5,5,1964,1964,7800,288,0,0,115000
1211,3,1,0,5,5,1968,1968,8250,322,0,0,134000
1846,3,2,0,6,6,1949,1950,10496,315,0,0,143000
2136,4,2,0,5,3,1951,1951,10680,528,0,0,137900
1490,3,2,1,7,5,2004,2005,15384,388,0,1,184000
1138,3,1,0,6,8,1958,1958,10482,264,0,0,145000
1933,4,2,1,6,5,2007,2007,14598,668,0,1,214000
912,2,1,0,5,8,1965,2008,8872,576,0,0,147000
1702,1,1,1,9,5,2008,2008,8769,1052,1,0,367294
1507,4,2,0,5,5,1960,1960,7910,404,0,0,127000
2620,4,2,2,5,5,1977,1977,18890,600,0,0,190000
1190,3,1,0,5,6,1962,1962,7728,540,0,0,132500
1224,2,2,0,4,5,1962,1962,9842,462,0,0,101800
1188,3,1,0,5,5,1959,1959,12160,531,0,0,142000
1964,4,1,1,5,6,1911,1950,8525,0,0,0,130000
1784,4,1,1,5,5,1914,1950,13132,180,0,1,138887
1626,2,2,1,7,5,2003,2003,2628,474,1,0,175500
1948,4,2,1,7,5,2004,2005,12393,434,0,1,195000
1141,3,1,1,6,5,2005,2005,13072,484,0,1,142500
1484,2,2,0,8,5,2006,2006,9037,472,1,0,265900
1768,3,2,1,7,5,2003,2003,8158,543,0,1,224900
1689,3,2,0,7,6,2007,2007,9849,954,0,1,248328
1173,3,2,0,7,6,1974,1974,10625,528,0,1,170000
2076,2,2,1,10,5,2006,2006,13891,850,1,0,465000
1517,3,1,0,8,7,1929,1950,11435,400,0,1,230000
1868,3,3,1,6,7,1984,2003,12090,477,0,1,178000
1553,3,2,1,7,5,2005,2006,8125,615,0,1,186500
1034,3,1,0,6,5,1976,1976,12328,888,0,1,169900
2058,3,1,1,6,5,1917,1950,9600,396,0,0,129500
988,3,1,0,5,7,1950,1950,7200,276,0,0,119000
2110,3,2,1,7,5,1968,1968,11160,522,0,0,244000
1405,2,2,0,7,5,2003,2003,3136,478,1,0,171750
874,3,1,0,5,6,1968,1968,9858,288,0,1,130000
2167,3,2,1,7,7,1974,2003,17542,518,1,0,294000
1656,3,2,1,7,5,2003,2004,6931,397,0,0,165400
1367,3,1,0,6,6,1931,1950,6240,560,0,0,127500
1987,2,2,0,8,5,1994,1994,14303,691,1,0,301500
864,2,1,0,5,8,1922,1950,4060,0,0,0,99900
1166,2,2,0,7,5,2005,2005,9587,400,0,1,190000
1054,3,1,1,6,8,1969,1969,9750,460,0,0,151000
1675,3,2,1,6,5,1999,1999,24682,502,0,1,181000
1050,2,1,0,5,6,1956,1956,9600,338,0,0,128900
1788,5,1,0,4,5,1957,1989,11250,304,0,1,161500
1824,3,1,0,6,6,1919,1950,13515,520,0,0,180500
1337,2,2,0,6,5,1998,1999,4060,511,0,0,181000
1452,3,2,1,7,5,1999,1999,3735,506,0,1,183900
1889,4,1,1,7,4,1910,1950,10120,308,0,0,122000
2018,3,2,0,9,5,2008,2009,13214,746,1,0,378500
3447,4,3,1,8,9,1935,1997,14100,1014,0,1,381000
1524,3,1,1,5,5,1958,1958,11344,315,0,0,144000
1524,0,0,1,7,6,1979,1979,23595,586,0,1,260000
1489,3,2,0,6,7,1968,1968,9156,462,0,1,185750
935,3,1,0,5,6,1965,1965,13526,288,0,0,137000
1357,2,1,0,6,7,1959,2006,11512,312,0,0,177000
1250,3,2,0,5,6,1910,2003,5362,552,0,1,139000
1920,4,2,0,5,5,1948,1950,11345,400,0,0,137000
1395,3,1,1,6,6,1972,1972,12936,497,0,1,162000
1724,3,1,1,6,5,1967,1976,17871,480,0,1,197900
2031,3,2,1,8,5,2002,2002,9473,577,0,1,237000
1128,2,1,0,4,4,1920,1950,7500,528,0,0,68400
1573,3,2,0,7,5,2002,2002,9808,544,0,1,227000
1339,2,2,0,7,5,1990,1990,8049,484,1,0,180000
1040,3,2,0,5,7,1977,2008,8800,484,0,1,150500
1824,4,2,2,6,5,1971,1971,9400,0,0,1,139000
2447,4,2,0,6,7,1919,1990,9638,336,0,0,169000
1412,4,1,0,6,6,1939,1950,6000,280,0,0,132500
1328,3,1,1,6,5,1963,1963,9790,528,0,1,143000
1582,4,2,0,5,5,1964,1964,36500,390,0,1,190000
1659,2,2,0,8,5,2000,2000,5664,499,1,0,278000
1970,3,2,1,8,5,2006,2006,11065,753,1,0,281000
1152,3,1,0,5,7,1964,1964,14112,484,0,0,180500
1302,3,2,1,5,7,1972,1972,1680,264,0,0,119500
2372,4,2,0,5,4,1892,1965,6600,432,0,0,107500
1664,4,2,1,7,5,1976,1976,10140,528,0,1,162900
864,2,1,0,5,7,1955,1990,8172,572,0,0,115000
1052,3,1,1,5,5,1968,1968,8400,288,0,0,138500
1128,3,2,0,5,6,1963,1963,8700,525,0,0,155000
1072,2,2,0,6,5,2005,2006,3675,525,0,0,140000
5642,3,2,1,10,5,2008,2008,63887,1418,0,0,160000
1246,3,1,1,5,7,1959,1994,7500,305,0,0,154000
1983,3,2,1,7,5,1999,1999,10762,490,0,1,225000
1494,3,1,0,6,7,1942,1950,7500,213,0,1,177500
2526,4,2,1,8,5,1994,1994,10120,844,1,0,290000
1616,3,2,0,7,5,2005,2005,8688,834,0,1,232000
1708,3,2,0,7,5,2004,2004,3363,380,0,0,130000
1652,2,2,0,9,5,2006,2007,13173,840,1,0,325000
1368,2,2,0,7,5,2005,2006,6955,474,1,0,202500
990,3,1,0,5,5,1994,1995,8072,480,0,1,138000
1122,2,1,0,5,7,1948,2005,12000,528,0,0,147000
1294,3,2,0,6,5,1991,1991,7153,496,0,1,179200
1902,3,2,0,7,8,1959,2002,17500,567,0,1,335000
1274,3,2,0,7,5,2005,2007,8814,508,0,1,203000
2810,4,2,1,8,5,1990,1990,9572,750,1,0,302000
2599,4,2,1,9,5,1999,1999,14774,779,1,0,333168
948,3,1,0,4,6,1954,1954,8190,280,0,0,119000
2112,4,2,1,6,5,1969,1969,11075,576,0,0,206900
1630,3,2,0,8,5,2008,2008,10226,860,0,1,295493
1352,2,2,0,7,5,2006,2007,4230,466,0,1,208900
1787,3,2,0,8,5,2001,2002,14781,748,0,1,275000
948,3,1,0,4,5,1954,1954,10215,248,0,0,111000
1478,3,1,1,6,3,1957,1957,8400,442,0,0,156500
720,2,1,0,3,6,1949,1950,6627,287,0,0,72500
1923,3,2,1,7,5,1992,1992,10186,564,1,0,190000
708,2,1,0,4,7,1940,1950,5330,0,0,0,82500
1795,2,2,0,8,5,2006,2007,9986,895,0,1,147000
796,2,1,0,4,4,1922,1950,3636,0,0,0,55000
774,3,1,0,3,6,1931,2006,4270,0,0,0,79000
816,3,1,0,5,9,1982,2008,6600,264,0,1,130500
2792,5,2,0,6,7,1920,1950,10440,520,0,0,256000
1632,3,2,1,7,5,1998,1998,9084,462,0,1,176500
1588,3,2,0,8,5,2006,2006,10000,825,0,1,227000
954,3,1,0,5,5,1976,1976,10780,576,0,1,132500
816,2,1,0,4,6,1938,1958,8877,288,0,0,100000
1360,2,1,1,5,6,1938,1995,7200,297,0,0,125500
1365,3,1,1,5,6,1970,1970,2368,440,0,0,125000
1334,2,2,0,6,5,1977,1977,9650,630,0,1,167900
1656,4,2,0,5,5,1973,1973,9246,506,0,1,135000
693,2,1,0,4,4,1941,1950,4118,0,0,0,52500
1861,3,2,1,7,5,2002,2002,13450,492,0,1,200000
864,3,1,0,5,7,1972,1972,9560,288,0,1,128500
872,3,1,0,4,5,1971,1971,8294,480,0,0,123000
1114,3,1,0,6,5,2003,2004,13695,576,0,1,155000
2169,3,2,1,8,5,2002,2002,9375,647,0,1,228500
1913,3,1,1,6,6,1928,1950,7558,342,0,1,177000
1456,3,2,1,7,5,2006,2006,11103,440,0,1,155835
960,2,1,0,4,4,1920,1950,6000,308,0,0,108500
2156,3,2,0,7,7,1968,2003,20781,508,0,1,262500
1776,3,2,0,8,5,2006,2007,15306,712,1,0,283463
