age,female,education_num,hours_per_week,government,self_employed,white_collar,blue_collar,service,capital_gain,capital_loss,married,income
44,1,10,40,0,0,1,0,0,0,0,0,0
34,1,11,40,0,0,1,0,0,0,0,1,1
30,1,10,10,0,0,1,0,0,0,0,0,0
32,1,10,40,1,0,1,0,0,0,0,0,0
46,1,9,40,0,0,0,0,0,0,0,0,0
29,0,13,40,0,0,1,0,0,0,0,1,1
20,0,10,20,0,0,0,0,1,0,0,0,0
35,1,9,40,1,0,0,0,1,0,0,0,0
35,1,9,40,0,0,1,0,0,0,0,0,0
29,1,9,38,0,0,0,0,1,0,0,0,0
21,0,9,40,0,0,0,1,0,0,0,0,0
43,0,13,40,1,0,1,0,0,0,0,1,1
33,0,9,40,0,0,0,1,0,0,0,1,0
61,0,15,50,1,0,1,0,0,0,0,1,1
42,1,14,40,0,0,1,0,0,0,0,0,0
33,1,8,40,0,0,1,0,0,0,0,1,0
35,1,10,40,1,0,1,0,0,0,0,0,0
32,0,9,24,0,0,0,0,0,0,0,1,0
22,1,10,20,0,0,0,0,0,0,0,0,0
61,1,9,40,0,0,1,0,0,0,0,0,0
28,1,11,35,0,0,0,0,1,2463,0,0,0
24,0,9,40,0,0,0,0,1,0,0,0,0
58,0,14,35,1,0,1,0,0,0,0,0,0
42,0,9,40,0,0,0,1,0,0,0,1,0
56,0,10,45,0,0,0,0,0,0,0,1,1
26,1,10,40,0,0,0,0,0,0,0,0,0
25,1,9,40,0,0,0,1,0,0,0,0,0
59,1,9,40,0,0,1,0,0,0,0,1,0
65,0,13,10,0,1,0,0,0,3818,0,1,0
57,0,14,50,0,0,1,0,0,0,2824,0,1
36,0,12,44,0,0,1,0,0,0,0,1,1
42,0,10,50,0,0,0,0,0,0,1887,1,1
18,0,8,20,0,0,0,0,0,0,0,0,0
18,0,7,40,0,0,0,1,0,0,0,1,0
28,0,9,40,0,0,0,1,0,0,0,1,1
20,1,9,20,0,0,1,0,0,0,0,1,0
19,0,10,30,0,0,1,0,0,0,0,0,0
28,1,13,48,0,0,0,0,1,0,0,0,1
37,0,11,40,0,0,1,0,0,0,0,1,0
23,0,10,40,0,0,0,1,0,0,0,0,0
60,0,10,47,0,0,0,1,0,0,0,0,0
17,1,8,12,1,0,1,0,0,0,0,0,0
37,1,13,45,1,0,1,0,0,4865,0,0,0
29,0,11,40,1,0,1,0,0,0,0,0,0
34,0,9,20,0,0,0,1,0,0,0,0,0
36,0,10,40,0,0,0,1,0,0,0,1,1
37,1,10,15,0,1,1,0,0,0,0,1,0
47,0,13,40,1,0,0,0,1,0,0,1,0
22,1,9,40,0,0,0,0,1,0,0,0,0
61,0,9,40,0,0,0,0,1,0,0,1,0
57,0,3,45,0,0,0,1,0,0,0,1,0
33,0,16,40,1,0,1,0,0,0,1848,1,1
54,0,9,40,0,0,0,1,0,0,0,1,1
40,1,14,40,0,0,1,0,0,0,1669,0,0
40,0,8,50,0,0,0,1,0,0,0,1,1
40,0,9,42,1,0,0,0,1,0,0,0,0
35,0,7,40,0,0,0,1,0,0,2057,1,0
32,0,7,40,0,0,0,1,0,0,0,0,0
49,0,10,50,0,1,0,0,0,0,0,1,0
31,1,9,40,0,0,1,0,0,0,0,0,0
58,0,13,40,0,0,1,0,0,0,0,1,0
26,0,13,50,0,1,1,0,0,0,0,0,0
35,0,4,40,0,1,0,1,0,0,0,1,0
25,0,10,40,0,0,0,1,0,0,0,0,0
43,0,8,40,0,0,1,0,0,0,0,1,0
32,0,10,35,0,0,1,0,0,0,0,0,0
45,0,13,60,0,0,1,0,0,0,0,1,1
48,0,9,40,0,0,0,1,0,0,0,0,0
31,0,3,40,0,0,0,0,1,0,0,0,0
20,1,10,25,0,0,0,0,0,0,0,0,0
28,0,9,40,0,0,1,0,0,0,0,0,0
50,1,13,60,0,1,1,0,0,0,0,0,0
22,0,9,40,0,0,1,0,0,0,0,0,0
19,1,10,20,0,0,0,0,0,0,0,0,0
38,0,13,63,0,0,1,0,0,0,0,1,1
23,0,9,40,0,0,0,1,0,0,0,0,0
24,0,13,40,0,1,1,0,0,0,0,0,0
26,1,11,40,0,0,1,0,0,0,0,1,0
45,1,9,40,1,0,1,0,0,0,0,0,0
88,1,10,40,0,0,1,0,0,0,0,0,0
19,1,7,15,0,0,1,0,0,0,0,0,0
24,0,9,50,0,0,1,0,0,0,0,0,0
84,0,3,20,0,0,0,0,0,0,0,1,0
48,0,6,40,0,0,0,1,0,0,0,1,0
46,0,10,40,0,0,0,1,0,0,0,1,0
31,0,9,50,0,1,0,1,0,0,0,1,0
58,0,9,40,0,0,1,0,0,0,0,0,0
35,0,9,40,1,0,0,1,0,0,0,1,0
36,0,9,40,0,0,0,1,0,0,0,0,0
36,0,15,55,0,0,1,0,0,0,0,1,1
47,0,14,40,1,0,1,0,0,0,0,1,1
57,0,5,52,0,0,0,0,1,0,0,0,0
30,1,10,45,0,0,1,0,0,0,0,0,0
30,0,14,40,1,0,1,0,0,0,0,1,0
19,1,8,40,0,0,0,0,0,15024,0,1,1
30,0,13,43,0,1,1,0,0,0,0,0,0
23,0,10,40,1,0,0,0,1,0,0,0,1
41,0,15,50,0,1,1,0,0,0,0,1,1
52,0,10,60,0,0,1,0,0,0,0,0,0
27,0,12,40,0,0,1,0,0,0,0,0,0
59,0,9,45,0,0,0,1,0,0,0,1,0
21,1,9,36,0,0,0,0,0,0,0,0,0
60,1,9,40,0,0,0,1,0,0,0,0,0
69,0,15,34,1,0,1,0,0,0,0,1,1
24,0,9,40,0,0,0,0,0,0,0,0,0
19,0,9,25,0,0,0,0,0,0,0,0,0
60,0,12,20,1,0,1,0,0,0,0,1,0
64,1,10,35,0,0,1,0,0,0,0,0,0
39,0,11,60,0,1,1,0,0,0,0,1,1
51,0,12,45,0,0,1,0,0,0,0,1,1
51,1,6,35,0,0,0,1,0,0,0,0,0
25,1,10,40,0,0,1,0,0,0,0,0,0
17,1,6,4,0,0,0,0,0,0,0,0,0
37,1,10,40,0,0,1,0,0,0,0,0,0
74,1,9,14,0,1,0,1,0,0,0,0,0
26,0,13,40,1,0,1,0,0,0,0,1,1
23,0,9,30,0,0,0,0,1,0,0,0,0
57,0,15,36,0,1,1,0,0,0,0,1,1
20,0,7,15,0,0,0,1,0,0,0,0,0
37,0,9,40,0,0,0,1,0,0,0,1,0
46,0,13,40,0,0,0,0,0,0,0,1,0
39,1,10,45,0,0,1,0,0,0,0,0,1
40,1,9,30,0,0,0,1,0,0,0,0,0
50,0,9,40,1,0,0,1,0,0,0,1,0
25,0,1,35,0,0,0,1,0,0,0,0,0
44,0,9,45,0,0,1,0,0,0,0,1,0
41,0,9,40,0,0,0,1,0,0,0,1,0
30,0,9,15,0,1,1,0,0,0,1977,1,1
38,0,11,50,0,0,0,1,0,0,0,1,0
54,0,6,40,0,0,0,1,0,0,0,1,0
40,1,9,52,1,0,1,0,0,0,0,0,0
37,0,7,40,0,0,0,1,0,7688,0,1,1
46,0,13,40,1,0,1,0,0,15024,0,1,1
38,0,9,45,0,0,1,0,0,0,0,0,0
20,1,10,10,0,0,1,0,0,0,0,0,0
71,0,12,3,0,0,0,0,0,0,0,1,0
35,0,10,40,0,0,0,1,0,0,0,1,0
62,0,13,40,0,0,1,0,0,0,0,1,1
34,1,13,45,0,0,1,0,0,0,0,0,0
56,0,9,90,0,1,0,1,0,0,0,1,0
30,0,14,20,1,0,1,0,0,0,0,1,0
17,1,7,20,0,0,1,0,0,0,0,0,0
18,1,7,4,0,1,0,0,1,594,0,0,0
35,0,7,40,0,0,0,1,0,0,0,1,0
21,0,9,1,0,0,0,1,0,0,0,0,0
46,0,9,50,0,1,0,1,0,0,0,0,0
33,0,10,60,0,1,0,1,0,0,0,1,0
27,1,10,40,0,0,0,0,0,0,0,0,0
36,0,10,40,0,0,0,1,0,0,0,1,1
42,0,4,40,0,0,0,1,0,0,0,1,0
35,0,9,50,0,0,0,1,0,0,0,1,0
25,0,13,40,0,0,1,0,0,0,0,0,0
47,0,13,40,1,0,1,0,0,0,0,1,1
44,0,15,75,1,0,1,0,0,15024,0,1,1
51,0,9,40,1,0,0,1,0,7688,0,1,1
53,0,9,42,0,0,1,0,0,0,0,1,1
47,0,9,40,0,0,0,0,1,0,0,1,0
20,0,7,40,0,0,0,1,0,0,0,0,0
32,1,10,70,0,0,0,1,0,0,0,0,0
28,0,9,50,0,0,0,1,0,0,0,1,0
58,0,3,40,0,0,0,0,0,0,0,1,0
52,1,9,40,0,0,0,0,0,0,0,0,0
35,0,14,40,0,0,1,0,0,0,0,0,1
30,0,10,40,0,0,0,1,0,0,0,1,0
33,1,10,50,0,0,1,0,0,6849,0,0,0
56,1,13,38,1,0,1,0,0,0,0,0,0
21,1,10,20,0,0,0,0,1,0,0,0,0
56,1,10,40,0,0,0,0,0,0,0,0,0
56,0,13,65,0,0,1,0,0,0,1902,1,1
45,0,13,40,0,0,0,1,0,15024,0,1,1
20,1,10,20,0,0,1,0,0,0,0,0,0
62,0,9,40,1,0,0,0,1,0,0,1,1
24,1,13,30,0,0,0,0,0,0,0,0,0
52,1,13,40,1,0,1,0,0,0,0,0,0
23,0,9,40,0,0,0,0,0,0,0,1,0
36,0,14,40,0,0,1,0,0,0,0,1,1
40,0,10,40,0,0,0,1,0,0,0,0,0
30,0,10,40,0,0,0,1,0,0,0,1,0
41,0,5,35,0,0,0,1,0,0,0,1,0
59,0,9,40,0,0,0,1,0,0,0,1,1
27,0,14,37,0,0,1,0,0,0,0,0,0
19,0,10,23,0,0,0,0,0,0,0,0,0
41,0,10,50,0,0,1,0,0,0,0,0,0
27,0,13,35,0,0,0,1,0,0,0,0,0
50,1,9,40,0,0,0,1,0,0,0,0,0
29,1,3,40,0,0,0,0,1,0,0,0,0
38,0,13,55,0,0,1,0,0,0,0,1,1
30,0,9,60,0,0,0,1,0,0,0,0,0
48,0,13,55,0,0,1,0,0,0,0,1,0
39,0,12,40,1,0,0,1,0,7298,0,1,1
40,0,11,40,0,0,1,0,0,0,0,1,0
27,0,7,40,1,0,0,1,0,0,0,1,0
59,0,14,40,0,1,0,1,0,0,0,1,1
31,1,9,20,0,0,0,0,0,0,0,0,0
34,0,9,50,0,0,1,0,0,0,0,1,1
47,0,15,60,0,1,0,0,1,0,0,0,1
64,0,2,20,0,1,0,0,0,0,0,1,0
29,0,5,40,0,0,0,1,0,0,0,1,0
38,0,9,40,1,0,0,1,0,0,0,0,0
42,0,13,40,0,0,0,0,0,0,1887,1,1
49,0,13,60,0,0,0,0,0,0,0,1,1
53,0,10,40,0,0,1,0,0,0,0,1,0
35,0,10,50,0,0,1,0,0,0,0,1,1
70,0,13,40,0,0,0,0,0,0,0,1,0
38,0,9,40,0,0,0,1,0,0,0,1,0
36,1,13,40,0,0,0,0,0,0,0,0,0
34,0,13,55,0,1,0,0,0,0,0,1,0
24,0,13,10,0,0,1,0,0,0,0,0,0
23,1,10,40,0,0,1,0,0,0,0,0,0
21,1,10,35,0,0,1,0,0,0,0,0,0
47,1,10,40,0,0,1,0,0,0,0,0,0
59,0,4,40,0,0,0,1,0,4865,0,0,0
33,0,12,50,1,0,1,0,0,0,0,0,1
63,0,10,35,0,1,0,1,0,0,0,1,1
18,0,9,60,1,0,0,0,1,0,0,0,0
32,1,13,50,0,0,1,0,0,0,0,0,0
33,0,13,40,0,0,1,0,0,0,0,1,0
19,0,9,40,0,0,0,1,0,0,0,0,0
27,0,9,40,1,0,1,0,0,0,0,0,0
40,0,10,48,0,0,0,1,0,0,0,0,1
38,0,12,40,0,1,0,1,0,0,0,1,0
20,0,9,47,0,0,0,1,0,0,0,0,0
35,0,9,70,0,1,0,1,0,0,0,0,0
22,1,10,40,0,0,1,0,0,0,0,0,0
40,0,14,50,0,0,1,0,0,0,0,1,1
34,0,10,40,0,0,1,0,0,3103,0,1,1
23,0,6,40,0,0,0,1,0,0,0,0,0
26,0,13,40,0,0,1,0,0,0,0,0,0
53,0,10,60,0,1,0,1,0,0,0,1,0
34,0,10,40,0,0,0,1,0,0,0,1,1
39,0,9,40,0,0,0,1,0,0,0,1,0
25,0,5,40,0,0,0,1,0,0,0,1,0
18,0,7,20,0,0,0,0,0,0,0,0,0
65,0,13,40,0,0,1,0,0,0,0,0,0
49,1,13,40,0,1,1,0,0,0,0,0,0
64,0,6,40,0,0,0,0,1,0,0,1,0
68,0,13,40,0,0,1,0,0,0,0,1,1
56,1,10,40,0,1,0,0,1,0,0,0,0
68,1,9,40,1,0,1,0,0,0,3683,0,0
35,0,13,48,0,0,1,0,0,0,0,1,1
50,1,9,12,1,0,1,0,0,0,0,0,0
45,1,9,28,0,0,1,0,0,0,0,0,0
43,0,13,40,0,0,1,0,0,0,0,1,0
39,1,10,40,0,0,1,0,0,0,0,0,0
37,0,9,40,0,0,0,1,0,1506,0,0,0
45,0,13,50,0,0,1,0,0,0,0,1,1
20,1,10,10,0,0,0,0,0,0,0,0,0
36,1,12,45,0,0,1,0,0,0,0,0,0
26,1,10,40,0,0,1,0,0,0,0,0,0
36,1,13,32,0,0,1,0,0,0,0,0,0
47,0,13,60,0,0,1,0,0,0,0,0,0
34,0,9,40,0,0,0,1,0,0,2001,0,0
53,1,10,30,0,0,0,0,0,0,0,0,0
32,1,13,42,0,0,0,1,0,0,1590,0,0
44,0,3,40,0,1,0,1,0,0,0,1,0
25,0,9,40,0,0,0,1,0,0,0,0,0
35,0,3,36,0,0,0,1,0,0,0,0,0
34,1,12,40,0,0,1,0,0,0,0,0,0
42,0,10,40,0,0,0,1,0,0,0,1,0
47,1,9,4,0,0,0,0,1,0,0,0,0
23,0,9,37,0,0,0,1,0,0,0,0,0
56,1,9,40,1,0,1,0,0,0,0,0,0
50,0,16,50,0,0,1,0,0,15024,0,1,1
38,0,9,60,0,0,0,1,0,0,0,1,0
46,0,11,40,0,0,1,0,0,0,0,1,1
47,1,12,57,0,0,1,0,0,0,0,0,0
38,0,9,80,0,1,0,0,1,3464,0,1,0
42,0,9,46,0,0,0,1,0,0,0,1,0
48,0,9,40,0,0,0,0,0,0,0,1,0
27,1,9,50,0,0,1,0,0,0,0,0,0
40,1,11,36,0,0,1,0,0,0,0,1,0
53,1,16,37,0,0,1,0,0,99999,0,1,1
75,1,11,30,0,1,1,0,0,0,0,0,0
39,0,13,48,0,0,1,0,0,0,0,1,1
46,1,12,40,1,0,1,0,0,0,0,0,0
51,1,9,40,0,0,0,1,0,0,0,0,0
34,0,9,40,0,0,0,0,1,0,0,0,0
23,0,10,40,0,0,0,0,0,0,0,1,0
32,0,11,45,0,0,0,0,1,0,0,0,0
45,0,10,55,0,1,0,0,0,0,0,0,0
21,0,10,40,0,0,0,0,1,0,0,0,0
36,0,9,44,0,0,0,1,0,0,0,1,0
40,0,6,50,0,0,0,1,0,0,0,1,0
20,1,6,40,0,0,0,0,0,0,0,0,0
68,0,5,20,0,0,0,1,0,0,0,0,0
40,0,13,40,0,0,0,0,0,0,0,1,1
20,1,10,24,0,0,1,0,0,0,0,0,0
48,1,14,40,1,0,1,0,0,0,0,0,1
27,0,13,45,0,0,0,0,0,0,0,0,0
57,0,11,40,1,0,1,0,0,0,0,0,0
54,0,9,98,0,1,1,0,0,0,0,1,1
47,1,9,40,0,0,0,0,1,0,0,0,0
30,0,10,40,1,0,0,1,0,0,0,1,0
17,0,7,40,0,0,0,0,0,0,0,0,0
35,0,10,45,0,0,0,1,0,0,0,1,1
56,0,8,40,1,0,0,1,0,0,0,0,0
20,0,9,28,0,0,0,1,0,0,0,0,0
38,0,13,38,1,0,1,0,0,0,0,1,0
19,1,10,25,0,0,0,0,0,0,0,0,0
24,0,9,40,0,0,0,1,0,594,0,0,0
31,0,10,40,0,0,1,0,0,0,0,0,0
44,0,13,60,1,0,1,0,0,0,0,0,0
21,1,10,12,1,0,0,0,0,0,1602,0,0
41,0,10,40,0,0,0,1,0,0,0,1,0
18,1,7,16,0,0,0,0,1,0,0,0,0
23,0,5,40,0,0,0,1,0,0,0,0,0
37,0,10,32,1,0,0,0,1,0,0,1,0
46,0,11,30,0,0,0,0,0,0,0,0,0
43,0,13,45,0,1,0,0,0,0,0,0,0
31,0,2,40,0,0,0,1,0,0,0,1,0
40,0,10,40,0,0,0,1,0,0,0,0,1
27,1,15,12,0,0,1,0,0,0,0,0,0
64,0,10,40,1,0,0,1,0,0,0,0,0
31,0,11,40,1,0,1,0,0,0,0,0,0
48,0,14,45,0,0,1,0,0,0,0,1,0
37,0,13,20,0,1,0,0,0,0,0,1,1
28,0,10,24,0,0,1,0,0,0,0,0,0
42,0,10,40,0,0,0,1,0,0,0,1,0
60,0,4,60,0,1,0,0,0,0,0,1,0
17,1,7,20,0,0,0,0,1,0,0,0,0
21,1,10,30,0,0,0,0,0,0,0,0,0
46,0,6,40,0,0,1,0,0,0,0,0,0
18,1,9,40,0,0,1,0,0,0,0,0,0
22,0,9,27,0,0,0,0,1,0,0,0,0
44,0,13,60,0,1,1,0,0,0,0,0,0
36,0,9,40,0,0,0,0,0,0,0,1,0
65,1,11,40,0,0,1,0,0,0,0,0,0
26,0,9,40,0,0,0,0,1,0,0,0,0
21,0,6,25,0,0,0,0,1,0,0,1,0
41,0,9,40,0,0,0,1,0,0,2339,0,0
28,1,10,35,0,0,0,0,1,0,0,0,0
27,1,10,40,0,0,0,1,0,0,0,0,0
19,0,10,12,1,0,0,0,1,0,0,0,0
40,0,10,40,0,0,0,1,0,0,0,1,0
19,0,9,15,0,0,0,1,0,0,0,0,0
40,0,11,40,0,0,0,1,0,2829,0,1,0
37,0,9,40,0,0,0,1,0,0,0,0,0
33,0,10,40,0,0,1,0,0,0,0,1,1
34,0,9,40,0,0,0,0,1,0,0,1,0
44,0,12,40,1,0,0,0,1,0,0,0,0
33,1,10,40,0,0,1,0,0,0,0,0,0
72,0,9,10,1,0,1,0,0,2290,0,1,0
19,1,9,40,0,0,0,0,0,0,0,0,0
59,1,11,36,0,0,1,0,0,0,0,0,0
40,1,9,40,0,0,0,0,1,0,0,0,0
35,1,9,40,0,0,1,0,0,0,0,0,0
22,0,12,45,0,0,1,0,0,0,0,0,0
41,1,14,40,0,0,1,0,0,0,0,0,0
59,0,10,50,0,0,1,0,0,0,0,1,1
50,0,8,40,0,0,0,1,0,0,0,0,0
21,1,12,10,0,0,1,0,0,0,0,0,0
40,0,9,40,0,1,1,0,0,0,0,1,0
22,0,9,40,0,0,0,0,0,0,0,0,0
43,1,3,40,0,0,0,1,0,0,0,0,0
17,1,7,16,0,0,0,1,0,0,0,0,0
42,0,4,40,1,0,0,0,1,0,0,0,0
37,0,10,40,0,0,0,1,0,0,0,1,1
19,0,8,38,0,0,1,0,0,0,0,0,0
43,0,3,40,0,0,0,1,0,0,0,1,0
46,1,5,40,0,0,0,1,0,0,0,0,0
18,1,9,20,0,0,0,0,0,0,0,0,0
50,0,15,40,1,0,1,0,0,0,0,1,1
47,0,4,40,0,1,0,0,0,0,0,1,0
31,0,9,99,0,0,0,1,0,2907,0,0,0
33,0,4,45,0,0,1,0,0,0,0,1,0
27,0,9,40,0,0,0,1,0,7298,0,1,1
59,0,9,35,0,1,0,1,0,0,0,1,0
39,0,9,40,1,0,0,1,0,0,0,1,1
29,0,10,40,0,0,0,1,0,0,0,1,0
26,1,13,55,0,0,1,0,0,0,0,0,0
24,0,9,40,0,0,0,1,0,0,0,0,0
25,0,10,40,0,0,1,0,0,0,1980,0,0
30,1,10,20,0,0,1,0,0,0,0,0,0
52,0,7,40,1,0,0,1,0,0,0,1,0
51,0,14,40,1,0,1,0,0,0,0,1,1
30,0,13,60,0,0,0,0,0,0,0,0,1
19,1,10,25,0,0,0,0,0,0,0,0,0
23,0,10,60,0,0,1,0,0,0,0,0,0
37,0,16,45,1,0,1,0,0,0,0,1,0
25,0,10,38,1,0,1,0,0,0,0,1,0
49,0,15,65,0,1,1,0,0,15024,0,1,1
30,0,9,55,0,0,1,0,0,0,0,1,0
40,1,10,40,0,0,1,0,0,0,0,0,0
20,0,9,32,0,0,0,1,0,0,0,0,0
35,0,11,55,0,1,0,1,0,3103,0,1,0
24,0,13,45,0,0,1,0,0,0,0,0,0
32,0,9,40,0,0,0,1,0,0,0,0,0
35,1,9,30,0,0,0,0,1,0,0,0,0
20,1,9,40,0,0,0,0,1,0,0,0,0
29,0,9,40,1,0,0,1,0,0,0,1,1
25,0,9,28,0,0,0,1,0,0,0,0,0
50,0,4,40,1,0,0,1,0,0,0,1,0
24,0,9,50,0,0,1,0,0,0,0,0,0
49,0,13,60,0,0,0,0,0,15024,0,1,1
30,1,9,32,1,0,0,0,1,0,0,0,0
37,0,10,40,0,0,1,0,0,0,0,1,0
50,1,9,40,0,0,0,1,0,3137,0,1,0
20,0,9,30,0,0,0,1,0,0,0,0,0
49,0,9,50,0,1,0,1,0,5013,0,1,0
55,0,4,50,0,0,0,1,0,0,0,1,0
61,1,8,40,0,0,0,1,0,0,0,0,0
22,1,9,3,0,0,0,0,1,0,0,0,0
23,0,12,12,0,0,1,0,0,0,0,0,0
43,0,9,40,0,0,1,0,0,4650,0,0,0
39,1,13,24,0,0,1,0,0,0,0,0,0
21,0,10,35,0,0,0,0,0,0,0,0,0
52,0,9,40,0,1,1,0,0,0,0,1,1
30,0,11,40,0,0,0,0,0,4064,0,1,0
42,0,13,45,0,0,1,0,0,9562,0,0,1
50,0,13,50,0,1,0,1,0,0,0,1,0
51,1,12,99,0,1,1,0,0,0,0,0,0
47,1,6,45,0,0,1,0,0,0,0,0,0
49,0,5,40,0,0,0,0,0,0,0,0,0
45,0,9,40,0,0,0,1,0,0,0,1,0
48,1,10,40,1,0,0,0,1,0,0,0,0
36,0,13,50,0,0,1,0,0,0,0,1,1
20,0,10,40,0,0,0,0,0,0,0,0,0
61,0,9,40,0,0,0,1,0,0,0,1,0
72,0,13,30,0,0,0,0,0,0,0,0,0
19,1,10,15,0,0,0,0,0,0,0,0,0
54,0,13,40,0,1,0,1,0,7688,0,1,1
47,1,10,35,0,0,0,0,0,0,0,0,0
39,1,9,40,0,0,0,0,1,6849,0,0,0
24,1,7,40,0,0,0,1,0,0,0,0,0
44,0,10,40,0,0,0,1,0,0,0,0,0
19,0,9,20,0,0,0,1,0,0,0,0,0
20,0,9,48,0,0,0,0,0,0,0,0,0
23,1,9,40,0,0,0,1,0,0,0,0,0
58,0,9,53,0,0,0,1,0,0,0,1,1
20,0,8,40,0,0,0,1,0,0,0,0,0
62,0,9,12,0,0,1,0,0,0,0,1,0
25,1,9,40,0,0,1,0,0,4416,0,0,0
67,0,13,2,0,0,1,0,0,0,0,1,0
37,0,12,40,1,0,1,0,0,0,0,1,1
36,1,9,40,0,0,1,0,0,1831,0,0,0
38,1,11,20,0,0,1,0,0,0,0,0,0
23,1,9,80,0,0,0,0,1,0,0,0,0
28,1,9,40,0,0,0,0,0,0,0,1,0
25,0,9,40,0,0,1,0,0,0,0,0,0
41,0,16,55,0,1,1,0,0,15024,0,1,1
63,0,13,40,0,0,0,0,0,0,1848,1,1
60,0,9,30,0,1,0,1,0,0,0,1,0
31,0,9,50,0,1,1,0,0,0,0,1,0
29,0,9,37,0,1,0,1,0,0,0,1,0
37,1,13,45,0,0,1,0,0,7688,0,1,1
51,0,5,40,0,0,0,0,0,0,0,1,0
45,0,10,40,0,0,1,0,0,7298,0,1,1
27,0,9,40,0,0,0,1,0,0,0,1,0
18,0,10,20,0,0,0,0,1,0,0,0,0
34,1,9,40,0,0,0,1,0,0,0,0,0
66,0,16,25,0,1,0,0,0,0,2377,1,1
19,1,10,15,0,0,0,0,0,0,0,0,0
36,0,9,35,0,0,0,1,0,0,0,1,0
35,1,13,40,0,0,1,0,0,0,0,0,0
27,0,9,45,0,0,0,0,0,0,0,1,0
29,1,10,40,0,0,1,0,0,1831,0,0,0
25,1,9,40,0,0,1,0,0,0,0,0,0
22,0,10,32,0,0,0,0,1,0,0,0,1
41,0,10,48,0,0,0,1,0,0,0,1,1
20,0,12,20,0,0,0,1,0,0,0,0,0
52,0,9,40,0,0,0,1,0,0,0,1,0
34,1,10,37,0,0,0,0,1,0,0,0,0
44,0,15,45,0,0,1,0,0,0,0,0,1
50,1,14,40,0,0,0,0,0,0,0,0,1
49,0,13,50,0,1,1,0,0,0,0,1,1
36,1,13,40,0,0,0,0,0,0,0,0,0
71,0,15,28,1,0,0,0,1,0,0,1,0
20,0,9,25,0,0,0,0,1,0,0,0,0
20,1,10,40,0,0,1,0,0,0,0,0,0
59,0,9,60,0,1,0,0,0,0,0,1,1
41,0,3,40,0,0,0,1,0,3411,0,1,0
38,1,10,42,0,0,1,0,0,0,0,0,0
55,0,9,40,1,0,0,1,0,0,0,1,0
17,1,5,20,0,0,0,0,1,0,0,0,0
45,0,13,55,0,0,1,0,0,0,0,1,1
43,0,9,30,0,1,0,1,0,0,0,0,0
19,0,8,25,0,0,0,0,1,0,0,0,0
33,1,9,40,0,0,0,0,1,0,0,0,0
63,0,9,40,0,0,1,0,0,0,0,0,0
39,0,9,50,0,1,0,1,0,8614,0,0,1
34,0,9,40,0,0,0,1,0,0,0,1,0
31,0,12,40,0,0,0,1,0,0,0,0,0
21,0,8,40,0,0,0,1,0,0,0,1,0
23,1,11,36,0,0,1,0,0,0,0,0,0
20,1,10,8,0,0,0,1,0,0,0,0,0
45,0,13,60,0,0,0,0,0,0,0,0,1
59,0,9,50,0,0,0,1,0,0,0,1,0
58,0,14,40,0,0,1,0,0,15024,0,1,1
66,1,9,35,1,0,1,0,0,0,0,0,1
37,1,11,35,0,0,1,0,0,0,1887,1,1
29,0,10,40,0,0,0,1,0,0,0,0,0
32,1,13,40,1,0,1,0,0,0,0,0,0
39,0,13,50,0,0,1,0,0,0,1902,1,1
57,1,9,45,0,0,1,0,0,0,0,0,0
57,0,14,40,0,0,1,0,0,0,0,1,1
50,0,9,60,0,1,0,0,0,0,0,0,0
44,0,13,65,0,1,0,1,0,15024,0,1,1
56,0,11,40,0,0,0,1,0,0,0,1,1
26,1,14,48,0,0,1,0,0,0,0,0,0
22,1,10,40,0,0,0,0,0,0,0,0,0
26,0,11,65,0,1,0,1,0,0,0,0,0
33,0,13,40,0,0,1,0,0,0,0,1,1
36,0,11,60,0,1,0,1,0,0,0,1,1
45,0,10,40,0,0,0,0,0,0,0,1,1
56,1,16,38,1,0,1,0,0,0,1669,0,0
23,0,10,36,0,0,0,0,0,0,0,0,0
23,0,10,25,0,0,0,0,1,0,0,0,0
35,0,13,40,1,0,1,0,0,0,0,0,0
39,1,13,32,0,0,1,0,0,7688,0,1,1
45,0,9,40,0,0,0,1,0,0,0,0,0
21,1,10,25,0,0,0,0,0,0,0,0,0
56,0,9,40,1,0,1,0,0,0,0,1,0
31,1,9,40,1,0,0,1,0,0,0,0,0
44,0,8,36,0,0,0,1,0,0,0,0,0
21,0,10,10,0,0,0,0,0,0,0,0,0
31,0,9,40,0,0,0,1,0,5013,0,1,0
20,0,9,38,0,0,0,1,0,0,0,0,0
17,1,7,40,0,0,0,0,0,0,0,0,0
44,0,9,40,1,0,1,0,0,0,0,1,1
19,1,10,23,0,0,0,0,1,0,0,0,0
71,0,9,24,0,0,0,0,0,0,0,0,0
23,1,10,40,0,0,0,0,0,0,0,0,0
21,0,9,40,0,0,0,1,0,0,0,0,0
29,0,14,15,1,0,1,0,0,0,0,1,0
33,1,10,30,0,0,0,0,1,0,0,0,0
46,0,9,48,0,0,1,0,0,0,0,0,1
21,1,10,40,0,0,0,0,0,0,0,0,0
36,0,10,60,0,1,0,0,0,15024,0,1,1
70,0,14,30,0,1,1,0,0,9386,0,1,1
19,1,9,37,0,0,0,1,0,0,0,0,0
29,1,10,40,0,0,1,0,0,0,0,1,0
34,0,12,50,0,0,0,0,0,0,0,0,0
26,0,10,40,0,0,1,0,0,0,0,0,0
30,1,13,40,0,0,1,0,0,0,0,0,0
